PIPE,598.4
WOLF,276.2
MACR,6980.8
CAVI,2549.8
CHIM,91.0
MLF2,10575.3
1500,11435.6
STRO,237.28571428571428
MCFL,95.5
PLAN,5032.1
KOUT,1055.5
JAIM,1636.3
SHW,8779.4
Y,3969.3
GATR,7196.3
AMAD,5434.8
SHAN,7379.9
BKOK,14.625
WNCH,3703.25
SHIL,3042.8
HORS,8013.1
RE17,38.0
SOSP,182.0
ARFT,5553.5
RE28,3349.0
DIPS,3855.6
LHAY,156.22222222222223
LOLF,13428.1
RE03,3.0
SOHA,1769.8
CABI,3244.285714285714
