group,bird-id,location,detections
KNOL,5714,DIPS,19831
CHIM,6002,ARFT,2
CHIM,6002,JAIM,1
CHIM,6002,CABI,2
CHIM,5955,AARD,3
CHIM,5955,PLAN,5
CHIM,5955,RE28,410
CHIM,5955,CHIM,3359
CHIM,5955,LA2,1
CHIM,5955,ARFT,4481
CHIM,5955,CAVI,1572
CHIM,5955,JAIM,51
CHIM,5955,KOUT,19567
CHIM,5955,ROBH,24
CHIM,5955,LOLF,5
CHIM,5955,MACR,3465
CHIM,5955,CABI,3996
CHIM,5964,AARD,15
CHIM,5964,LAMB,7858
CHIM,5964,RE17,266
CHIM,5964,PLAN,14605
CHIM,5964,WNCH,100
CHIM,5964,SOHA,4
CHIM,5964,LA2,9
CHIM,5964,CAVI,4016
CHIM,5964,1500,1319
CHIM,5964,AMAD,17
CHIM,5964,JAIM,8083
CHIM,5964,1800,99
CHIM,5964,ROBH,17
CHIM,5964,HORS,391
CHIM,5964,SHW,3125
CHIM,5964,BIAN,52
CHIM,5964,LHAY,2
CHIM,5964,MACR,6598
CHIM,5964,CABI,11737
CHIM,5964,RE03,8
CHIM,5964,SHIL,10468
CHIM,5964,RE28,23746
CHIM,5964,CHIM,61263
CHIM,5964,SHAN,10949
CHIM,5964,ARFT,19922
CHIM,5964,UA2,81
CHIM,5964,SOSP,471
CHIM,5964,BKOK,16600
CHIM,5964,MLF2,2812
CHIM,5964,GATR,1741
CHIM,5964,KOUT,50473
CHIM,5964,LOLF,69
CHIM,5964,RE19,11283
CHIM,5964,Y,1372
CHIM,5964,DIPS,4923
A1,5993,AARD,16177
A1,5993,LAMB,5
A1,5993,PLAN,1
A1,5993,WNCH,9238
A1,5993,SOHA,18778
A1,5993,LA2,51032
A1,5993,CAVI,15
A1,5993,1500,17
A1,5993,AMAD,3405
A1,5993,JAIM,6
A1,5993,1800,187
A1,5993,MLF2,77
A1,5993,ROBH,7875
A1,5993,HORS,717
A1,5993,SHIL,7
A1,5993,SHW,602
A1,5993,MCFL,1108
A1,5993,LHAY,8384
A1,5993,MACR,3786
A1,5993,CABI,6
A1,5993,RE03,40192
A1,5993,BINO,49491
A1,5993,PIPE,30
A1,5993,WOLF,1028
A1,5993,BKOK,927
A1,5993,SHAN,10
A1,5993,ARFT,7
A1,5993,UA2,1433
A1,5993,SOSP,17
A1,5993,BIAN,28852
A1,5993,GATR,6
A1,5993,KOUT,21544
A1,5993,LOLF,17
A1,5993,RE19,6
A1,5993,WMRD,634
A1,5993,RE33,7
A1,5993,Y,5
A1,5993,DIPS,19
A1,5991,AARD,1
A1,5991,RE03,2
A1,5991,SHIL,2
A1,5991,PLAN,5
A1,5991,RE28,4
A1,5991,SHAN,4
A1,5991,ARFT,3
A1,5991,WNCH,1
A1,5991,CAVI,1
A1,5991,1500,4
A1,5991,AMAD,1
A1,5991,JAIM,1
A1,5991,Y,7
A1,5991,MLF2,2
A1,5991,GATR,1
A1,5991,KOUT,2
A1,5991,CABI,1
A1,5991,LHAY,1
A1,5991,MACR,6
A1,5991,DIPS,4
A1,4560,AARD,1
A1,4560,BIAN,24
A1,4560,RE17,1
A1,4560,PLAN,1
A1,4560,WNCH,1
A1,4560,LA2,98
A1,4560,CAVI,3
A1,4560,AMAD,7
A1,4560,JAIM,3
A1,4560,SHW,3
A1,4560,SHIL,9
A1,4560,MACR,16
A1,4560,CABI,4
A1,4560,RE03,2
A1,4560,BINO,116
A1,4560,Y,3
A1,4560,RE28,2
A1,4560,SHAN,14
A1,4560,ARFT,1
A1,4560,UA2,54
A1,4560,SOSP,6
A1,4560,MLF2,4
A1,4560,GATR,1
A1,4560,PIPE,1
A1,4560,RE19,2
A1,4560,DIPS,18
A1,4560,KOUT,1961
A1,5992,AARD,6779
A1,5992,BIAN,12375
A1,5992,PLAN,1
A1,5992,WNCH,4248
A1,5992,SOHA,6241
A1,5992,LA2,21433
A1,5992,CAVI,149
A1,5992,1500,11
A1,5992,AMAD,2498
A1,5992,JAIM,143
A1,5992,1800,153
A1,5992,ROBH,5835
A1,5992,HORS,557
A1,5992,WOLF,171
A1,5992,MCFL,325
A1,5992,LHAY,3392
A1,5992,MACR,2905
A1,5992,CABI,28
A1,5992,RE03,17659
A1,5992,BINO,21422
A1,5992,SHIL,1
A1,5992,WMRD,88
A1,5992,BKOK,499
A1,5992,ARFT,85
A1,5992,UA2,925
A1,5992,SOSP,16
A1,5992,MLF2,126
A1,5992,GATR,3
A1,5992,PIPE,113
A1,5992,LOLF,13
A1,5992,SHW,491
A1,5992,STRO,28
A1,5992,RE33,45
A1,5992,Y,95
A1,5992,KOUT,11230
A1,5035,AARD,17198
A1,5035,BIAN,71003
A1,5035,WNCH,5306
A1,5035,SOHA,15187
A1,5035,LA2,110380
A1,5035,1500,1
A1,5035,AMAD,2943
A1,5035,WOLF,7
A1,5035,1800,89
A1,5035,ROBH,4795
A1,5035,HORS,844
A1,5035,LHAY,2206
A1,5035,MACR,5207
A1,5035,RE03,52181
A1,5035,BINO,109415
A1,5035,BKOK,1170
A1,5035,SHAN,1
A1,5035,UA2,3429
A1,5035,MLF2,2
A1,5035,SHW,83
A1,5035,KOUT,37307
A1,5035,LOLF,4
A1,5035,WMRD,204
A1,5035,PIPE,3
A1,Field Tag,AARD,3603
A1,Field Tag,RE03,9
A1,Field Tag,BINO,3
A1,Field Tag,UA2,69214
A1,Field Tag,KOUT,77833
A1,Field Tag,BKOK,3
A1,Field Tag,LA2,26971
A1,Field Tag,CAVI,1
A1,Field Tag,RE10,734
1600,4684,CAVI,3
1600,5481,CAVI,52298
GATE,5174,AARD,3
GATE,5174,RE03,6
GATE,5174,BINO,1
GATE,5174,WMRD,1
GATE,5174,Y,1
GATE,5174,WNCH,1
GATE,5174,LA2,3
GATE,5174,SOSP,23
GATE,5174,AMAD,2
GATE,5174,KOUT,1
GATE,5174,ROBH,2
GATE,5174,SHIL,1
GATE,5174,LHAY,3
GATE,5174,MACR,3
GATE,5174,DIPS,1
SOSP,5867,AARD,62767
SOSP,5867,LAMB,29
SOSP,5867,RE17,4041
SOSP,5867,FNCH,1918
SOSP,5867,WNCH,17617
SOSP,5867,SOHA,13343
SOSP,5867,CAVI,10986
SOSP,5867,1500,8463
SOSP,5867,AMAD,236639
SOSP,5867,JAIM,7694
SOSP,5867,1800,238
SOSP,5867,SHW,12816
SOSP,5867,WMRD,56
SOSP,5867,HORS,5553
SOSP,5867,SHIL,14477
SOSP,5867,PLAN,7936
SOSP,5867,MCFL,1921
SOSP,5867,LHAY,114809
SOSP,5867,MACR,58441
SOSP,5867,CABI,66544
SOSP,5867,RE03,11
SOSP,5867,PIPE,8980
SOSP,5867,WOLF,7772
SOSP,5867,RE28,3857
SOSP,5867,BKOK,2924
SOSP,5867,SHAN,20823
SOSP,5867,ARFT,7045
SOSP,5867,GATE,68
SOSP,5867,UA2,37
SOSP,5867,SOSP,257502
SOSP,5867,MLF2,8448
SOSP,5867,GATR,10874
SOSP,5867,KOUT,4914
SOSP,5867,LOLF,4544
SOSP,5867,RE19,650
SOSP,5867,STRO,1094
SOSP,5867,RE33,28
SOSP,5867,Y,14391
SOSP,5867,DIPS,141162
SOSP,6004,AARD,14984
SOSP,6004,RE17,80
SOSP,6004,FNCH,133
SOSP,6004,LA2,295
SOSP,6004,AMAD,26408
SOSP,6004,JAIM,1215
SOSP,6004,ROBH,329
SOSP,6004,SHIL,658
SOSP,6004,CABI,10959
SOSP,6004,RE03,1095
SOSP,6004,MCFL,119
SOSP,6004,RE28,1570
SOSP,6004,BKOK,477
SOSP,6004,SHAN,2112
SOSP,6004,BIAN,196
SOSP,6004,SOSP,5017
SOSP,6004,AVEQ,336
SOSP,6004,LOLF,494
SOSP,6004,GATR,1137
SOSP,6004,WMRD,97
SOSP,6004,KOUT,294
SOSP,6004,PLAN,991
SOSP,6004,WNCH,336
SOSP,6004,SOHA,2389
SOSP,6004,CAVI,719
SOSP,6004,1500,945
SOSP,6004,DIPS,6043
SOSP,6004,1800,3
SOSP,6004,HORS,916
SOSP,6004,WOLF,217
SOSP,6004,LHAY,14996
SOSP,6004,MACR,5596
SOSP,6004,BINO,303
SOSP,6004,Y,462
SOSP,6004,CHIM,358
SOSP,6004,ARFT,1302
SOSP,6004,GATE,116
SOSP,6004,UA2,260
SOSP,6004,MLF2,643
SOSP,6004,SHW,508
SOSP,6004,PIPE,169
SOSP,6004,RE19,138
SOSP,6004,STRO,534
SOSP,6004,RE33,233
SOSP,6003,AARD,59852
SOSP,6003,RE17,2404
SOSP,6003,FNCH,885
SOSP,6003,WNCH,10968
SOSP,6003,SOHA,19975
SOSP,6003,LA2,6
SOSP,6003,CAVI,9711
SOSP,6003,1500,3145
SOSP,6003,AMAD,303537
SOSP,6003,JAIM,5726
SOSP,6003,1800,505
SOSP,6003,SHW,15107
SOSP,6003,ROBH,208
SOSP,6003,HORS,3106
SOSP,6003,SHIL,10599
SOSP,6003,PLAN,5311
SOSP,6003,MCFL,1624
SOSP,6003,LHAY,147762
SOSP,6003,MACR,44587
SOSP,6003,CABI,57604
SOSP,6003,RE03,640
SOSP,6003,BINO,60
SOSP,6003,PIPE,4676
SOSP,6003,WOLF,4127
SOSP,6003,RE28,1911
SOSP,6003,CHIM,247
SOSP,6003,SHAN,12196
SOSP,6003,ARFT,6517
SOSP,6003,GATE,300
SOSP,6003,UA2,323
SOSP,6003,SOSP,378130
SOSP,6003,BKOK,3575
SOSP,6003,MLF2,4892
SOSP,6003,GATR,4156
SOSP,6003,KOUT,4382
SOSP,6003,LOLF,2190
SOSP,6003,RE19,889
SOSP,6003,STRO,1597
SOSP,6003,RE33,35
SOSP,6003,Y,8093
SOSP,6003,DIPS,101286
PLQE,5945,PLAN,430
PLQE,5945,WNCH,667
PLQE,5945,SOHA,1
PLQE,5945,CAVI,640
PLQE,5945,1500,1
PLQE,5945,JAIM,59128
PLQE,5945,HORS,7
PLQE,5945,SHIL,5
PLQE,5945,SOSP,3
PLQE,5945,CABI,1142
PLQE,5945,RE19,2
PLQE,5945,MACR,906
PLQE,5945,RE28,23
PLQE,5945,CHIM,1
PLQE,5945,SHAN,9
PLQE,5945,ARFT,2
PLQE,5945,UA2,3
PLQE,5945,BKOK,4
PLQE,5945,MLF2,1
PLQE,5945,SHW,5
PLQE,5945,KOUT,2
PLQE,5945,GATR,57
PLQE,5945,Y,61
PLQE,5945,DIPS,1
PLQE,5944,AARD,427
PLQE,5944,LAMB,6549
PLQE,5944,RE17,32239
PLQE,5944,PLAN,69899
PLQE,5944,WNCH,16632
PLQE,5944,SOHA,171
PLQE,5944,LA2,1
PLQE,5944,CAVI,149300
PLQE,5944,1500,43491
PLQE,5944,AMAD,377
PLQE,5944,JAIM,142930
PLQE,5944,1800,1033
PLQE,5944,RE10,13
PLQE,5944,HORS,35
PLQE,5944,SHW,4713
PLQE,5944,BIAN,1
PLQE,5944,MACR,105952
PLQE,5944,CABI,132156
PLQE,5944,SHIL,104552
PLQE,5944,RE28,75459
PLQE,5944,CHIM,244
PLQE,5944,SHAN,48622
PLQE,5944,ARFT,105968
PLQE,5944,UA2,2030
PLQE,5944,SOSP,9084
PLQE,5944,BKOK,429
PLQE,5944,MLF2,85223
PLQE,5944,GATR,73755
PLQE,5944,KOUT,59145
PLQE,5944,LOLF,189
PLQE,5944,RE19,58634
PLQE,5944,Y,106577
PLQE,5944,DIPS,102022
PLQE,5806,CAVI,25639
PLQE,5876,AARD,307
PLQE,5876,LAMB,27151
PLQE,5876,RE17,12130
PLQE,5876,PLAN,187906
PLQE,5876,WNCH,67553
PLQE,5876,SOHA,588
PLQE,5876,CAVI,442804
PLQE,5876,1500,211122
PLQE,5876,AMAD,2142
PLQE,5876,JAIM,362303
PLQE,5876,1800,23823
PLQE,5876,RE10,3
PLQE,5876,HORS,267
PLQE,5876,SHW,2510
PLQE,5876,SHIL,168794
PLQE,5876,LHAY,253
PLQE,5876,MACR,332679
PLQE,5876,CABI,346144
PLQE,5876,RE03,315
PLQE,5876,WOLF,11
PLQE,5876,RE28,185218
PLQE,5876,CHIM,1413
PLQE,5876,SHAN,55675
PLQE,5876,ARFT,240078
PLQE,5876,UA2,424
PLQE,5876,SOSP,9678
PLQE,5876,BKOK,1734
PLQE,5876,MLF2,149261
PLQE,5876,GATR,237647
PLQE,5876,KOUT,27149
PLQE,5876,AVEQ,79
PLQE,5876,LOLF,353
PLQE,5876,RE19,84503
PLQE,5876,WMRD,4
PLQE,5876,RE33,119
PLQE,5876,Y,299632
PLQE,5876,DIPS,299000
PLQE,5153,AARD,69
PLQE,5153,LAMB,20464
PLQE,5153,RE17,8239
PLQE,5153,PLAN,197250
PLQE,5153,WNCH,79993
PLQE,5153,SOHA,85
PLQE,5153,CAVI,459204
PLQE,5153,1500,166609
PLQE,5153,AMAD,78
PLQE,5153,JAIM,387201
PLQE,5153,1800,14180
PLQE,5153,RE10,1
PLQE,5153,HORS,80
PLQE,5153,SHW,300
PLQE,5153,SHIL,144573
PLQE,5153,MACR,337067
PLQE,5153,CABI,360912
PLQE,5153,RE28,191964
PLQE,5153,CHIM,312
PLQE,5153,SHAN,88621
PLQE,5153,ARFT,326935
PLQE,5153,UA2,78
PLQE,5153,SOSP,2979
PLQE,5153,BKOK,41
PLQE,5153,MLF2,269260
PLQE,5153,GATR,249656
PLQE,5153,KOUT,40428
PLQE,5153,LOLF,4
PLQE,5153,RE19,93388
PLQE,5153,Y,266956
PLQE,5153,DIPS,304060
PLQE,5701,ARFT,1
PLQE,5701,CAVI,932967
PLQE,5878,AARD,596
PLQE,5878,LAMB,3692
PLQE,5878,RE17,8346
PLQE,5878,PLAN,115942
PLQE,5878,WNCH,47
PLQE,5878,SOHA,218
PLQE,5878,LA2,4
PLQE,5878,CAVI,182160
PLQE,5878,1500,74759
PLQE,5878,AMAD,256
PLQE,5878,JAIM,184954
PLQE,5878,1800,1
PLQE,5878,MLF2,101283
PLQE,5878,ROBH,2
PLQE,5878,HORS,207
PLQE,5878,SHW,933
PLQE,5878,SHIL,68755
PLQE,5878,MACR,133202
PLQE,5878,CABI,179764
PLQE,5878,RE03,271
PLQE,5878,BINO,3
PLQE,5878,WOLF,1
PLQE,5878,RE28,136454
PLQE,5878,BKOK,332
PLQE,5878,SHAN,52960
PLQE,5878,ARFT,120929
PLQE,5878,UA2,2
PLQE,5878,SOSP,1158
PLQE,5878,CHIM,807
PLQE,5878,BIAN,1
PLQE,5878,GATR,151251
PLQE,5878,KOUT,10897
PLQE,5878,AVEQ,134
PLQE,5878,LOLF,40
PLQE,5878,RE19,104825
PLQE,5878,WMRD,1
PLQE,5878,RE33,101
PLQE,5878,Y,116958
PLQE,5878,DIPS,129317
PLQE,5562,LAMB,2
PLQE,5562,SOSP,1
PLQE,5562,RE17,1
PLQE,5562,PLAN,2
PLQE,5562,RE28,3
PLQE,5562,SHAN,9
PLQE,5562,ARFT,6
PLQE,5562,CAVI,11804
PLQE,5562,1500,9
PLQE,5562,JAIM,2
PLQE,5562,Y,4
PLQE,5562,1800,1
PLQE,5562,MLF2,7
PLQE,5562,GATR,3
PLQE,5562,KOUT,4
PLQE,5562,SHIL,7
PLQE,5562,RE19,1
PLQE,5562,CABI,79
PLQE,5562,MACR,7
PLQE,5562,DIPS,4
PLQE,5103,AARD,212
PLQE,5103,LAMB,17914
PLQE,5103,RE17,10699
PLQE,5103,PLAN,245394
PLQE,5103,WNCH,89172
PLQE,5103,SOHA,24
PLQE,5103,CAVI,510609
PLQE,5103,1500,149132
PLQE,5103,AMAD,10
PLQE,5103,JAIM,445913
PLQE,5103,1800,8671
PLQE,5103,ROBH,2
PLQE,5103,HORS,43
PLQE,5103,SHW,437
PLQE,5103,SHIL,173575
PLQE,5103,MACR,356198
PLQE,5103,CABI,402050
PLQE,5103,RE03,1
PLQE,5103,RE28,211677
PLQE,5103,CHIM,14
PLQE,5103,SHAN,129075
PLQE,5103,ARFT,332157
PLQE,5103,UA2,137
PLQE,5103,SOSP,2006
PLQE,5103,BKOK,41
PLQE,5103,MLF2,303183
PLQE,5103,GATR,252907
PLQE,5103,KOUT,35209
PLQE,5103,LOLF,20
PLQE,5103,RE19,121784
PLQE,5103,Y,232010
PLQE,5103,DIPS,321936
PLQE,5946,AARD,9
PLQE,5946,LAMB,100
PLQE,5946,RE17,128
PLQE,5946,PLAN,693
PLQE,5946,WNCH,23
PLQE,5946,SOHA,9
PLQE,5946,CAVI,75
PLQE,5946,1500,831
PLQE,5946,AMAD,7
PLQE,5946,JAIM,30
PLQE,5946,1800,43
PLQE,5946,SHW,22
PLQE,5946,SHIL,828
PLQE,5946,MACR,492
PLQE,5946,CABI,121
PLQE,5946,RE28,485
PLQE,5946,CHIM,2
PLQE,5946,SHAN,931
PLQE,5946,ARFT,878
PLQE,5946,UA2,12
PLQE,5946,SOSP,42
PLQE,5946,BKOK,3
PLQE,5946,MLF2,1053
PLQE,5946,GATR,474
PLQE,5946,KOUT,406
PLQE,5946,LOLF,1
PLQE,5946,RE19,83
PLQE,5946,Y,924
PLQE,5946,DIPS,531
PLQE,5006,GATR,98
PLQE,5006,DIPS,82
PLQE,5006,CAVI,632
PLQE,5006,JAIM,657
PLQE,5006,CABI,33
MLF2,5791,MLF2,2
MLF2,4754,AARD,7
MLF2,4754,LAMB,2
MLF2,4754,RE17,4
MLF2,4754,WNCH,13
MLF2,4754,SOHA,56
MLF2,4754,CAVI,102
MLF2,4754,1500,4
MLF2,4754,AMAD,308
MLF2,4754,JAIM,15
MLF2,4754,1800,2
MLF2,4754,WMRD,1
MLF2,4754,HORS,227
MLF2,4754,SHIL,122
MLF2,4754,LHAY,7
MLF2,4754,MACR,82
MLF2,4754,CABI,93
MLF2,4754,RE03,2
MLF2,4754,STRO,1
MLF2,4754,WOLF,1
MLF2,4754,RE28,1
MLF2,4754,BKOK,12
MLF2,4754,SHAN,43
MLF2,4754,ARFT,102
MLF2,4754,UA2,10
MLF2,4754,SOSP,8
MLF2,4754,MLF2,5
MLF2,4754,GATR,13
MLF2,4754,PIPE,4
MLF2,4754,LOLF,160
MLF2,4754,SHW,287
MLF2,4754,DIPS,24
MLF2,4754,Y,29
MLF2,4754,KOUT,32
MLF2,5836,CAVI,1
MLF2,4751,RE03,2
MLF2,4751,KOUT,7
MLF2,4751,BKOK,3
MLF2,4751,CAVI,5
MLF2,4751,MACR,5
MLF2,4751,CABI,3
GATR,4937,GATR,42
GATR,4937,RE19,6
GATR,4937,CAVI,4
GATR,4937,Y,4
GATR,4937,LA2,1
GATR,5736,LAMB,1
GATR,5736,RE17,2
GATR,5736,SHW,4
GATR,5736,RE28,1
GATR,5736,BKOK,1
GATR,5736,ARFT,5
GATR,5736,WNCH,1
GATR,5736,CAVI,1
GATR,5736,1500,2
GATR,5736,SHIL,6
GATR,5736,SOSP,3
GATR,5736,Y,1
GATR,5736,1800,1
GATR,5736,MLF2,2
GATR,5736,GATR,1
GATR,5736,KOUT,4
GATR,5736,LOLF,3
GATR,5736,RE19,1
GATR,5736,CABI,2
GATR,5736,MACR,1
GATR,5736,DIPS,1
GATR,5838,AARD,2
GATR,5838,SHIL,1
GATR,5838,RE28,1
GATR,5838,BKOK,7
GATR,5838,SHAN,6
GATR,5838,RE33,10
GATR,5838,WNCH,6
GATR,5838,CAVI,2670
GATR,5838,JAIM,1
GATR,5838,SOHA,5
GATR,5838,GATR,240
GATR,5838,KOUT,8
GATR,5838,AVEQ,6
GATR,5838,CABI,1
GATR,5838,MACR,2
GATR,5838,DIPS,5
GATR,5840,GATR,11
PIPE,5462,LAMB,2
PIPE,5462,FNCH,6790
PIPE,5462,WNCH,1585
PIPE,5462,SOHA,61559
PIPE,5462,CAVI,263
PIPE,5462,1500,33398
PIPE,5462,AMAD,12284
PIPE,5462,JAIM,1672
PIPE,5462,1800,1697
PIPE,5462,WMRD,2993
PIPE,5462,HORS,130781
PIPE,5462,PLAN,878
PIPE,5462,MCFL,2083
PIPE,5462,LHAY,1796
PIPE,5462,MACR,135911
PIPE,5462,CABI,19057
PIPE,5462,RE03,173
PIPE,5462,STRO,338276
PIPE,5462,WOLF,189588
PIPE,5462,RE28,2214
PIPE,5462,BKOK,1322
PIPE,5462,SHAN,40
PIPE,5462,ARFT,207116
PIPE,5462,GATE,48777
PIPE,5462,UA2,11
PIPE,5462,MLF2,1595
PIPE,5462,GATR,4952
PIPE,5462,PIPE,138053
PIPE,5462,LOLF,17970
PIPE,5462,SHW,652
PIPE,5462,DIPS,815
PIPE,5462,RE33,10
PIPE,5462,KOUT,1582
NA,Walk Tag,AARD,833
NA,Walk Tag,LAMB,1903
NA,Walk Tag,RE17,512
NA,Walk Tag,FNCH,554
NA,Walk Tag,LA2,4403
NA,Walk Tag,AMAD,716
NA,Walk Tag,JAIM,3556
NA,Walk Tag,ROBH,552
NA,Walk Tag,SHIL,891
NA,Walk Tag,CABI,6425
NA,Walk Tag,RE03,877
NA,Walk Tag,WOLF,2693
NA,Walk Tag,RE28,747
NA,Walk Tag,BKOK,363
NA,Walk Tag,SHAN,1299
NA,Walk Tag,BIAN,1160
NA,Walk Tag,SOSP,1636
NA,Walk Tag,AVEQ,372
NA,Walk Tag,LOLF,5729
NA,Walk Tag,GATR,2221
NA,Walk Tag,WMRD,179
NA,Walk Tag,KOUT,1153
NA,Walk Tag,PLAN,898
NA,Walk Tag,WNCH,887
NA,Walk Tag,SOHA,2447
NA,Walk Tag,CAVI,5667
NA,Walk Tag,1500,1898
NA,Walk Tag,DIPS,1338
NA,Walk Tag,1800,588
NA,Walk Tag,HORS,893
NA,Walk Tag,MCFL,913
NA,Walk Tag,LHAY,2474
NA,Walk Tag,MACR,8362
NA,Walk Tag,BINO,3557
NA,Walk Tag,Y,1568
NA,Walk Tag,CHIM,80
NA,Walk Tag,ARFT,4239
NA,Walk Tag,GATE,709
NA,Walk Tag,UA2,791
NA,Walk Tag,MLF2,1749
NA,Walk Tag,SHW,1427
NA,Walk Tag,PIPE,805
NA,Walk Tag,RE19,879
NA,Walk Tag,STRO,1062
NA,Walk Tag,RE33,224
LOLF,5680,CAVI,1
LOLF,5680,MACR,1
LOLF,5680,Y,1
LOLF,4889,AARD,3
LOLF,4889,SOHA,4
LOLF,4889,SHAN,19986
LOLF,4889,ARFT,24
LOLF,4889,CAVI,28
LOLF,4889,1500,42107
LOLF,4889,SOSP,24
LOLF,4889,1800,35018
LOLF,4889,MLF2,24977
LOLF,4889,GATR,2402
LOLF,4889,PIPE,24
LOLF,4889,HORS,8584
LOLF,4889,LOLF,96410
LOLF,4889,SHW,5177
LOLF,4889,WOLF,3
LOLF,4889,LHAY,38
LOLF,4889,MACR,29
LOLF,4889,Y,31
LOLF,5679,AARD,5978
LOLF,5679,LAMB,71
LOLF,5679,RE17,1038
LOLF,5679,PLAN,62684
LOLF,5679,WNCH,25533
LOLF,5679,SOHA,30650
LOLF,5679,CAVI,76812
LOLF,5679,1500,167116
LOLF,5679,AMAD,111592
LOLF,5679,JAIM,31578
LOLF,5679,1800,52752
LOLF,5679,WMRD,1
LOLF,5679,HORS,134586
LOLF,5679,SHIL,58634
LOLF,5679,MCFL,1735
LOLF,5679,LHAY,7470
LOLF,5679,MACR,122838
LOLF,5679,CABI,49781
LOLF,5679,RE03,22
LOLF,5679,PIPE,13024
LOLF,5679,WOLF,9103
LOLF,5679,RE28,23443
LOLF,5679,CHIM,455
LOLF,5679,SHAN,115423
LOLF,5679,ARFT,104553
LOLF,5679,GATE,1372
LOLF,5679,UA2,165
LOLF,5679,SOSP,2665
LOLF,5679,BKOK,241
LOLF,5679,MLF2,185023
LOLF,5679,GATR,69561
LOLF,5679,KOUT,23026
LOLF,5679,LOLF,201866
LOLF,5679,SHW,177016
LOLF,5679,STRO,4418
LOLF,5679,Y,74176
LOLF,5679,DIPS,64448
Y,5904,CAVI,7
Y,5904,MACR,5
Y,5907,AARD,8
Y,5907,BIAN,1
Y,5907,RE17,1
Y,5907,PLAN,3
Y,5907,WNCH,1
Y,5907,LA2,2
Y,5907,CAVI,218682
Y,5907,1500,3
Y,5907,AMAD,7
Y,5907,JAIM,10
Y,5907,1800,1
Y,5907,SHIL,3
Y,5907,MACR,23
Y,5907,CABI,19
Y,5907,RE03,9
Y,5907,BINO,2
Y,5907,Y,8
Y,5907,RE28,2
Y,5907,BKOK,4
Y,5907,SHAN,2
Y,5907,ARFT,2
Y,5907,UA2,1
Y,5907,SOSP,1
Y,5907,MLF2,5
Y,5907,GATR,1
Y,5907,KOUT,8
Y,5907,SHW,7
Y,5907,WMRD,2
Y,5907,RE33,1
Y,5907,DIPS,6
