GCODE,1500,1800,ARFT,ARSW,BIAN,BINO,BKOK,BLMP,BUCK,CABI,CAVI,CECN,CHIM,DIPS,FNCH,GATE,GATR,H-B,HORS,KNOL,KOUT,LA2,LAMB,LHAY,LODO,LOLF,MACR,MCFL,MISH,MLF1,MLF2,MPHF,PHOB,PIPE,PLAN,PLQE,R1,RE03,RE33,ROBH,SHAN,SHIL,SHW,SOHA,SOSP,STR2,STRO,UA2,WGAT,WOLF,Y,Y2K,RE30,RE29,RE28,RE27,RE21,RE22,RE23,RE24,RE01,RE02,RE04,RE05,RE06,RE07,RE08,RE09,RE10,RE11,R12A,RE13,RE14,RE15,RE17,RE18,RE19,RE20,RE31,RE32,RE34,CHGO,DICK,MIKE,BINE,A1,R16,LANE,SECA,WNCH,BRAD,AMAD,MOST,DUMP,1600,JAIM,AVEQ,MONA,BISO,UPBA,AARD,WMRD,SHAA
LOLF,319.26478039402053,220.14540649307222,1014.0069033295582,2110.3006894748773,2328.552554700022,2287.10515718015,2135.3456394691784,696.4553108422355,1651.444216436026,1212.0107260251455,985.5298067534121,907.3488854905097,1908.571193327616,483.9938016132025,926.0637127109364,533.9850185164374,546.7952084648259,458.25975166935143,202.24984548819808,811.0055486860399,2219.5071525003023,2359.193930138004,2037.2572248004883,531.3689866749846,642.7207791879346,0.0,932.1029986004766,1021.3128805610943,738.5478995976911,185.60711193270586,200.32224040280698,1353.100513634969,2122.824769028287,553.0750401166192,1338.5398761339472,1087.3913738852264,800.1849786143201,834.5351999764991,1012.4687649502131,1297.0427903504187,561.5870368874267,539.0083487294052,298.001677847999,807.6886776475203,696.2083021625759,671.6703060281882,686.1319115154577,2409.1297183837764,603.3058925621285,713.3056848224329,784.8885271167585,1289.4576379240953,1169.0342167785946,1569.9888534636161,1574.9368241297807,1443.173239774075,918.1639287187021,1018.6206359582551,992.8469166996491,1012.6253008887345,702.1524051088634,812.7588818340349,853.0052754820429,581.0421671444202,567.1278515468044,437.7956144141718,393.8591118661596,2075.307206174546,2259.8754390452586,2232.9632777992565,2062.750833232167,1212.0416659503592,1244.1028896357407,1076.377721805923,829.0265375726663,662.8423643672755,512.9922026697872,551.6321237929947,1110.4345996048282,1933.4624382180275,392.09437639431684,1762.040010896461,725.3192400591618,582.3881866933772,2194.364600516514,2221.1548797866394,1422.8000562271566,332.48759375351136,976.3365198536824,1017.4340273452623,2105.831189815512,1305.245570763965,1124.822208173363,429.2842880889074,299.48789624958135,1087.8497138851487,1616.6756013498812,1605.1946922414115,1301.3838787997952,1137.0334207928981,1610.2993510524682,665.2225191618215,547.0831746635972
MACR,616.6117092627238,788.0101522188658,1945.1380413739278,2992.046958187236,3108.685413482683,3079.2690691136722,2929.286090500581,317.16557190165935,845.0727779309898,285.0438562747845,158.7608264026933,398.50972384632917,983.2700544611333,795.8705924960414,1785.9188111445098,1463.9084670839225,390.03717771508406,911.540454395854,1115.4841997984552,208.7534430858394,3080.784964907483,3177.345432904644,2922.095309876534,1122.2089823201381,398.9711769039088,932.1029986004766,0.0,1864.0450638329535,532.1024337470304,746.4971533770239,733.1473248945263,1686.24583023943,2904.608923762371,1476.0013550129281,501.36713095299183,268.7824399026097,1670.0970031707739,971.527148359715,1308.9098517468474,1008.2063280896426,790.7591289387685,697.717707959315,1034.20935984977,1387.3085453495917,1044.0277774083604,1580.6293050554264,1587.1940650089741,3245.6065688865847,1522.0571605562945,1608.1433393824072,361.1454000818882,1600.9487811919964,246.2214450444771,639.2002816019404,652.3817900585515,529.6461082647545,1846.304687748018,1942.9513632615717,1924.5074694580949,1937.4359344246716,812.2868951300501,835.5124176221195,736.8106948188274,1004.5586095395473,1113.9452410239696,1044.2303385752257,1186.3241546896024,2918.548269259907,3083.5727654783827,2969.2593352551744,2874.2506849612128,1075.3738884685022,946.7417810575384,733.3082571466523,427.687970371358,432.16663452885854,489.3025648818939,381.53636785989556,1251.562623282945,1840.1535262037241,1320.1401440756933,836.9808838916215,227.771815640127,886.4536084872124,2964.405505324803,3065.5441605039714,1166.0840449984726,601.5878988144625,285.3506614676055,848.124990788504,3000.5901086285794,434.41224660407164,455.34272806315903,1361.1572282436734,665.622265252598,200.0024999843752,1594.994670837492,2020.978475887361,1571.6335450734055,346.8328127498896,1008.3372451714754,1398.1591468784948,642.5107003000028
MCFL,1312.4549516078907,1239.2546146777102,670.374522188903,1132.570969078356,1312.0644039070644,1267.7988799490283,1116.3767285285048,1563.0259114938879,2384.2357266008744,2114.203869072233,1862.1968209613274,1921.556140216008,2771.4754193389485,1477.1222021214087,106.2544116730798,713.5404683688234,1483.7321186791505,1409.8631139227762,944.3796905906014,1688.3038825989236,1217.047246412398,1338.2630533643228,1065.302304513063,1358.0887305327292,1651.6034633046509,1021.3128805610943,1864.0450638329535,0.0,1454.155768822964,1178.7425503476152,1180.2969965224854,2078.6700074803293,1107.52200881066,546.761373910045,2143.4955096761055,1931.4543742993258,229.71286424577968,1185.639489895553,1027.0233687700497,1713.5250217023386,1143.2672478471513,1212.9344582457866,831.0385069292988,1496.8329900159204,1600.055624033136,836.2254480700764,873.2313553691738,1392.397213441596,787.5239678887688,343.20984834354624,1590.8519730001724,2044.9413194519132,2110.258041093126,2490.1238925001303,2446.313553083496,2307.9378241191853,706.912300076985,781.9181542847052,562.1930273491481,438.5544435985115,1214.918104235915,1287.828016467714,1404.544766107926,944.2086633789461,811.4296026151145,835.0838281270557,679.3121521068205,1060.4244433244644,1239.5003025413105,1238.880543071042,1041.5109216902144,1539.2287029547279,1691.7328394282592,1643.1752797559527,1587.9348223396257,1471.7961815414524,1376.257606700141,1498.6480574175225,1227.2819561944516,1938.2737164807245,686.2841976907379,2630.185734886417,1636.738219752933,1545.3103248215227,1182.8457211318812,1207.2800006626467,1758.4174703408744,1294.2410903691784,1973.4996833037496,1488.8398167700916,1152.8334658569916,2279.5126672159568,2135.1920288348774,726.6367730854254,1315.5261304892426,1969.3605561196762,1645.6731145643719,1102.4744895007775,1141.2589539626842,1953.1064999123832,2178.359015405863,493.3284909672256,1262.0380342921524
MISH,544.4896693232951,727.5197591818082,1689.886682591713,2584.0007739936923,2632.2860786780616,2608.704851071215,2461.497511679089,247.9697562203907,952.6599603213341,702.7012167339384,454.1365433425922,832.6253659359013,1319.7230770123485,906.6316782463151,1393.3861632730564,1235.029149453766,379.8025802963116,981.5156646737839,939.5073176938156,323.8780634736033,2652.8763634972056,2719.0779687243867,2518.3462827823932,1158.8899861504863,645.5238183055031,738.5478995976911,532.1024337470304,1454.155768822964,0.0,595.9706368606021,571.2652623782014,1899.3440973132688,2431.475272340259,1182.6263146068643,689.3504188727239,491.1873369698865,1293.4856010025364,439.4473802406675,777.3300457339179,620.2491434901056,311.64242329992044,246.86230980074362,679.2230855917423,1454.5576647214195,1196.9482027221998,1398.1773850268285,1416.8733182610665,2797.6370386456656,1323.1118622401682,1261.0923836106522,172.4905794519882,1820.562550422259,748.0026737910813,1072.8243099403728,1000.546350750009,862.5659395079728,1610.6203773704865,1718.138818605978,1642.8877015794103,1623.0086259786062,287.0905780416009,304.4010512474356,221.81298429089185,522.9885275993087,650.2837842053714,623.0409296353544,816.8941179862371,2479.4654665879207,2629.663476569244,2477.5023713413957,2416.3066858331686,612.6940508934698,558.9248607819982,356.4267105591274,136.05881081271082,142.7620397721861,269.235955993887,402.9900743194552,725.713442069251,1398.9324501207457,1054.3533563282695,1180.7802505119369,355.6079301698884,1030.3557638018392,2485.4080147939903,2625.147614897529,770.6990333459023,479.16698550708685,778.393216825105,374.6104643495846,2606.971039348467,958.0735879869663,964.5102384107529,1124.535459645648,629.6824596571653,552.3133168768378,1120.0254461398467,1489.0967060608828,1041.0557141675617,501.5994417855639,871.8537721429137,963.332756632283,208.56893344912876
MLF1,136.89411966923015,154.0194792875239,1199.2664424555537,2282.9097660656703,2475.8935760650133,2437.3140954747846,2285.4839750039955,519.7730273881335,1479.3789237379312,1026.722942180606,802.8181612292708,742.929337151732,1723.794071227767,417.93779441443195,1088.1121265751683,718.6556894647116,362.2775179335088,441.07595717754134,376.64970463283254,630.1396670577675,2387.027021212789,2516.114862242978,2210.568478921636,581.1170278007693,472.9693436153916,185.60711193270586,746.4971533770239,1178.7425503476152,595.9706368606021,0.0,25.317977802344327,1375.6064117324208,2269.828407611465,735.1149569965231,1160.5365138592379,907.2430765787083,964.4449180746404,779.8083097786558,1012.3265283493456,1188.4485685127481,489.00102249381854,437.6665397308778,381.98036598803355,875.3245112528267,682.5276551174503,848.509870302049,860.1098767017079,2570.7469731577753,783.617253511105,885.5873757004443,617.3815675898275,1304.547814378859,983.8358602934087,1384.4800468045757,1390.280547227789,1259.181083085352,1102.3815129074826,1201.6297266629183,1178.3314474289482,1195.9665547163097,623.2206671798783,728.2341656364663,743.6827280500992,577.4738089298188,605.6566684187219,482.2996993575796,516.0784824035973,2237.8905245788947,2417.938171252524,2369.0135077706923,2217.1208807821013,1126.724899875631,1131.6651448197917,947.2555093531943,669.8992461556087,500.8492787256462,346.5616828213991,366.2840427867972,1078.0561209878667,1879.3192916585515,575.9201333519057,1577.2333372079097,541.4886887091918,537.4923255266069,2338.6872386020323,2384.372663825854,1324.7226124740228,148.60013458944107,800.4554953275042,913.6180821327914,2281.8073976564688,1123.8878947648996,956.8035326021743,614.772315577076,146.15402833996743,904.0713467420588,1569.4285584250083,1655.3682369793132,1308.147545195113,959.7817460235426,1463.4787323360733,778.3373304679662,428.7213547282197
MLF2,132.18547575285146,177.65415840897168,1214.1931477322707,2288.1861812357,2474.3827513139513,2436.4484398402674,2284.650082616607,499.74093288445874,1458.5215116685802,1012.0242091965982,785.5545811715082,742.6472917884438,1708.2813000205792,437.1555787131167,1090.923003699129,734.3003472694263,346.5284981066607,464.00969817460725,395.4971554891388,611.8145143747984,2390.632761425309,2516.8084948998403,2216.1092030858754,606.20953473201,471.72131603307923,200.32224040280698,733.1473248945263,1180.2969965224854,571.2652623782014,25.317977802344327,0.0,1399.1783303065204,2268.310384405097,745.2415715726008,1141.2221519058228,888.6827330380623,968.010847046664,756.3398706929643,992.3960902783949,1163.1306891317072,465.15051327500436,412.6802636424475,375.20127931598034,900.5387276513986,704.8013904641017,867.5136886528073,879.8011138887138,2572.6346417631594,801.5416395922783,891.592956454906,595.2722066413606,1327.7740771684998,972.1008178163764,1371.830893368421,1374.6304958060548,1242.8821343956956,1118.4247851331784,1218.469942181587,1191.382390334858,1206.5558420562224,598.7729118790586,703.4571770905721,718.3794262087658,558.4773943499582,590.824000866637,469.11405862583985,513.1276644267,2240.125219714291,2418.942330854541,2365.23022135267,2217.285277089982,1101.7377183339765,1106.3530178021842,922.1756882503373,646.621991583838,477.74574828040073,323.82711436814554,351.9502805798626,1055.6003031448074,1855.276798755377,587.4087163126562,1561.7586241157755,525.0190472735251,557.9292069788066,2336.5754856199273,2386.7400361162086,1299.4633507721562,132.23085872821065,795.6783269638554,888.3383364461988,2288.334328720299,1115.8337689813275,954.9282695574574,629.3266242580239,156.21779668142807,887.5821088778209,1545.8062621169574,1639.6283115389292,1288.4506199307757,940.1712609945063,1439.3793801496533,772.4312267121261,403.41665805962947
MPHF,1369.0014609195093,1221.615733362755,1590.546132621922,2860.2936912133196,3306.7037968340996,3247.203874104132,3106.947376444767,1706.1796505641319,2523.0562815759645,1911.1266310739381,1834.7588397388906,1321.2967115679808,2492.521815350958,993.7026718287759,1973.7124917268413,1367.8643938632533,1529.4031515594265,936.2376834967655,1261.8280389970535,1742.9150868587947,3024.3050441377804,3259.78971714389,2785.493852084402,822.9325610276359,1315.4516334702214,1353.100513634969,1686.24583023943,2078.6700074803293,1899.3440973132688,1375.6064117324208,1399.1783303065204,0.0,3117.4072560378186,1547.4317432438706,2182.673589889198,1952.790055279832,1864.1966098023258,2155.4141133430817,2365.1321316151075,2519.5604775434877,1864.2652708236376,1805.282526365117,1642.8767452246684,589.4488951550833,703.9524131641194,1253.4528311822978,1219.5285974502785,3261.845643189934,1292.29756635232,1744.6289003678064,1833.368757233413,86.09297300016681,1781.796845883391,2096.199417994467,2223.3481508752106,2145.031468300665,1486.507988541795,1491.484160156799,1666.9505091629146,1781.721919941048,1995.7767911265828,2096.6869103421236,2090.9100889322985,1930.90988914516,1918.0377994187675,1789.4446065749005,1691.6855499763735,2947.122155594729,3157.9401514273727,3288.1097913538624,3008.0628317901383,2487.776919259139,2458.2239523687017,2249.6835332994397,1912.9798744367386,1764.9796032814268,1632.6334554943542,1509.7632264693602,2450.7762035725546,3253.484286115202,1451.166771945495,2368.240274972188,1641.7323167921334,869.0943562120897,3201.815891021402,3073.141064122699,2668.0848937016735,1439.0875581421128,1468.7205316192876,2260.708074917937,2803.5523893798495,1739.0138009803143,1433.9218946651908,1379.5448524781384,1285.4291112307517,1883.1532067253274,2944.9843802639452,2931.1446569553686,2654.365649265083,2029.7334800411084,2673.9837321867817,1938.1831698780754,1784.9103618947565
PHOB,2399.128383392615,2342.3665383538932,1543.7464169998905,613.0872694813662,206.0728026693479,178.44046626261206,63.63961030690452,2590.4140595669896,3278.5394614065576,3128.2546251863832,2874.5462250583905,3010.2991545696696,3735.014993276466,2584.5434799979666,1209.8566030732668,1792.0170200084597,2543.6654654258514,2516.534323231065,2051.4877528272013,2711.5171030250885,486.5439342957633,323.71129112219734,629.3011997444561,2453.378486903315,2738.8758642917583,2122.824769028287,2904.608923762371,1107.52200881066,2431.475272340259,2269.828407611465,2268.310384405097,3117.4072560378186,0.0,1644.445499248911,3099.12568315689,2922.6612872517403,1336.438924904539,2059.000242836264,1771.5964551781508,2489.220159005627,2128.1459066520792,2214.61170411429,1900.7051323122814,2557.5961370005234,2699.8757378812966,1868.6904505562177,1900.6804044867397,444.04616877067366,1842.2803803976828,1444.0782527273236,2590.3677345113606,3095.5051284084093,3147.4796266214603,3502.5773367621737,3427.759764044149,3290.999240352389,1637.6477032622558,1654.945618441887,1455.8516407931131,1336.2728014892768,2154.5359129056496,2191.727172801883,2317.629176551372,1911.707352080821,1793.1048491374158,1862.3479803727087,1755.6594202749006,335.47727195743084,277.0884335370208,230.41267326256167,157.8670326572334,2297.304942753509,2491.0337211687843,2519.8428522433865,2567.054343016086,2484.4800260819165,2417.9892472879196,2561.6723053510073,1948.6621051381665,2345.618042222561,1791.9556356115595,3602.440561619303,2678.154028430777,2651.9526768025103,87.36704184073076,375.6168260341914,2471.7145870832255,2372.066820306713,3048.6193596446246,2343.353366438788,727.3857298571614,3333.8489767829874,3218.7699513944763,1824.1282849624365,2411.184771020255,2978.4589975354706,2154.187781972593,1318.5768843719352,1692.428137322232,2927.8405011202367,2982.348906482942,1511.725504183878,2268.8025476008265
PIPE,871.2209823001875,750.9806921619223,510.2724762320617,1567.4364420921809,1846.5169915275624,1797.6189807631588,1647.878939728272,1212.0635296884432,2133.446038689519,1750.1502792617553,1512.2820504122124,1453.1517470661431,2440.2294974038814,956.9378245215307,440.69263665283245,186.69761648183942,1086.2619389448173,877.3562560328581,420.7386362101774,1334.371012874265,1686.731751049941,1851.1769229330837,1493.281286295832,811.78630192927,1193.4127534092654,553.0750401166192,1476.0013550129281,546.761373910045,1182.6263146068643,735.1149569965231,745.2415715726008,1547.4317432438706,1644.445499248911,0.0,1844.2930895064198,1603.8079685548391,320.92989888759195,1080.890836301129,1086.7865475794906,1619.2455033131944,907.9427294714133,940.1755155288826,506.33289444768445,959.9401022980549,1055.853209494594,365.37788657771836,402.6474885056622,1889.091315950596,290.3962809675691,203.5706265648362,1276.5273205063024,1508.529416352641,1716.9464173347662,2115.200463313111,2106.8806325940727,1971.85116071168,445.8217132443196,556.4242985348501,461.06940909151626,461.50406282068633,1027.1212197205464,1129.2975692879438,1216.9543952016895,783.164095193225,674.8940657615503,608.1850047475929,393.4018301940142,1555.0588413304495,1749.6951162988369,1784.7064184341357,1564.3915750220594,1482.1717174469566,1579.5455042511437,1463.9552588793695,1300.2049838388064,1150.166944404159,1018.9411170425894,1094.6679861952766,1256.0672752683224,2071.373698780594,163.2727778902127,2294.3524140811496,1259.6269288960125,1012.096833311912,1722.6259025104666,1698.3477264682872,1709.7567078388668,875.1182777202176,1528.631086953291,1350.9344913799484,1557.3236657804555,1858.167376744758,1672.1868914687736,180.23595645708434,849.9441158099748,1617.928614000012,1753.3157160078158,1455.272483076623,1313.311844155835,1643.4235607414175,2018.8838500518052,482.8881858153086,974.0636529508737
PLAN,1050.0576174668793,1239.1743218774661,2340.9820588807056,3272.743191880475,3296.6531513040386,3277.28012229701,3132.444732154577,642.0848853539538,343.78627081366614,298.7657945613569,373.9358233710715,869.6993733467905,636.2020119423253,1289.5817151310155,2082.052112700649,1868.2197408230688,806.336158187244,1401.3725414751907,1536.7192326514137,532.2264555623428,3338.677133237456,3394.2983074566177,3207.4164057703733,1610.103723367037,897.0646576475585,1338.5398761339472,501.36713095299183,2143.4955096761055,689.3504188727239,1160.5365138592379,1141.2221519058228,2182.673589889198,3099.12568315689,1844.2930895064198,0.0,257.0077819835235,1979.9648986791192,1045.45588142255,1365.0531125202822,804.4880359587277,1000.4903797642276,932.9849945206406,1353.5686166581324,1883.1234691332247,1544.8304114046045,2008.7349252703757,2020.6340589034307,3477.1892384514417,1941.836501871771,1941.2537186059214,568.127626507301,2096.993085348638,441.97737498615226,487.98770476269027,343.4020966733917,225.2287725842177,2251.9134086375666,2355.080678023848,2304.6709092626215,2296.354719985892,947.652362420254,908.7133761542124,782.9335859445154,1207.1805995794946,1337.2079120319645,1311.3779012938755,1498.044058097436,3162.8014480840525,3307.205769226155,3128.80072871424,3092.715635166381,949.8094545754243,759.1949683715624,618.0258894253541,556.6075816954096,694.337814036105,830.0000000002794,809.978394773589,1238.631502909562,1602.6203542952255,1702.141298482973,504.69991083767184,630.1468082917137,1385.550071271404,3148.4804271271446,3307.7539207145846,938.2520983194388,1012.8716601823107,728.4641377582403,793.8419238114934,3296.3182491989533,610.7708244499424,833.8177258847937,1759.6840625524146,1116.6843779691822,301.4796842243534,1425.7226237951352,2039.6943398465105,1565.3041238051644,201.81674856193385,585.7687256932971,1652.2064035710778,887.3561855312829
PLQE,794.0591917482202,982.4235339200706,2095.091883426596,3063.8310984774516,3123.3835819508304,3099.8854817557767,2952.5997019576225,392.97073682370103,594.8310684555742,229.10696191953662,120.50311199305288,663.272191487079,842.8000949216843,1037.5249394592884,1864.073496405053,1619.4023588966393,550.2953752303276,1147.4606747075304,1283.8633104812989,277.1894658895552,3138.205856855155,3209.63050832958,2996.728382753829,1355.2892680162415,650.053843923833,1087.3913738852264,268.7824399026097,1931.4543742993258,491.1873369698865,907.2430765787083,888.6827330380623,1952.790055279832,2922.6612872517403,1603.8079685548391,257.0077819835235,0.0,1757.0167899027033,900.4093513508291,1235.7107266670525,802.9570349651343,798.4785532498665,719.9569431570196,1123.0498653224686,1631.210899914539,1299.2836487850918,1755.7428627222155,1766.8121009319725,3286.9867660213795,1690.1745471993636,1710.9661013591121,340.60240750809766,1867.730440936324,327.8246482492349,583.8878316937253,514.8611463297653,376.5116200066075,2003.652914054819,2105.6001519756783,2062.553029621299,2059.9111631330125,772.4778313970933,759.0184450991314,639.6577209722385,1013.0123395102794,1137.812814130641,1096.3927216106802,1271.2171333017818,2967.0416242445945,3119.7161729875365,2966.85776538074,2906.7020831175664,905.1082808150236,745.7533104183983,552.0009057959204,355.7878581406562,462.01731569282117,585.0444427562747,553.2829294310258,1140.3179381203047,1634.9902140379922,1457.6974994834331,699.5605763620474,373.2505860678587,1137.3319656107446,2976.4045423967486,3113.1085750419948,955.7510136013459,758.9888009713977,536.3552926931923,702.8911722308085,3082.162390270767,542.7504030395011,680.0272053381394,1511.7622167523568,859.8052104982849,101.82828683622247,1415.4589361758256,1935.9612599429772,1469.07453861266,78.16009211867653,742.0431254313997,1445.6669740988068,669.5729982608319
R1,1099.9827271371478,1015.9724405711013,575.6474615595903,1323.3007972486355,1540.5456825423905,1495.0966523940865,1344.000372023758,1378.106672214124,2239.0757021592635,1929.0417310156874,1680.0788671960272,1705.2700665881746,2599.742294920787,1249.0324255198502,127.09838708653558,496.3909749381026,1284.3103207559018,1180.3601145413295,715.0643327701362,1503.6069965249606,1422.6524522876275,1560.4166110369372,1252.5354286410645,1130.0110618927586,1436.980862781377,800.1849786143201,1670.0970031707739,229.71286424577968,1293.4856010025364,964.4449180746404,968.010847046664,1864.1966098023258,1336.438924904539,320.92989888759195,1979.9648986791192,1757.0167899027033,0.0,1079.780070199381,985.1055780979899,1621.6263441372676,988.5605697174049,1047.493198068608,637.8032612016739,1278.5886750632512,1370.8573959387832,640.1757571167468,678.2779666183259,1608.9505896701514,581.4894668001214,119.57006314291216,1417.81028350014,1827.3305667014708,1915.9198835020243,2302.9904472229146,2270.665541201522,2132.8162133667306,575.8654356706321,670.8710755428349,478.30220572353625,390.2742625385384,1078.6927273325784,1164.0468203639314,1272.4378177345102,808.6000247340148,677.7506916264484,671.151994707272,486.8028348315157,1275.2050815457096,1460.5427073523047,1468.114777529332,1266.4663438086304,1459.7373051339364,1592.525039049622,1517.8303594278384,1423.609848237568,1295.0150578275143,1187.2981933785632,1297.5276490314577,1177.5113587563676,1945.0863734035051,456.57200965457054,2456.4293191541256,1444.5372961609542,1315.805456745031,1412.2903384219549,1421.220953968805,1685.372362417279,1087.133846405308,1763.6022794269688,1376.72800509033,1330.7595575459338,2077.3179823989913,1920.844866198205,499.4326781459139,1097.390085612222,1787.446502695955,1637.993894982518,1207.4013417252775,1154.7640451624738,1784.7826198167663,2065.704722364743,376.19808611953357,1092.6902580328974
RE03,805.0298131123561,933.8099378352179,1580.3180059721042,2281.136997200747,2254.3202966747626,2237.418378399534,2094.763948515441,674.5227942779607,1226.5174275158734,1124.4967763404275,885.5427714115048,1248.064501538604,1678.9654552730199,1181.1371639228792,1151.1355263389096,1194.8627536247511,749.2075813816994,1220.1741678957148,999.833986219598,763.0969794195679,2327.6909159077977,2360.2764668571645,2221.218134268042,1351.184665395413,1025.4174759579632,834.5351999764991,971.527148359715,1185.639489895553,439.4473802406675,779.8083097786558,756.3398706929643,2155.4141133430817,2059.000242836264,1080.890836301129,1045.45588142255,900.4093513508291,1079.780070199381,0.0,338.85099970340946,544.3096545167256,292.1386657050798,365.62959398815195,615.3584321351559,1638.224648819461,1459.4605167663838,1384.3446102758078,1412.4588489578528,2449.1894577593253,1301.7253934680145,1087.2387042410544,611.3665021895104,2084.0618992728164,1183.253987949706,1482.0964880870777,1382.1682242043055,1248.8979141627499,1526.3498943558125,1636.9022573139878,1509.4111434594847,1455.8423678405884,177.78920102175337,141.42842712789832,263.9109698369268,298.82603634890984,411.47660929853515,478.9342334808914,689.0065311735746,2144.5514682561757,2276.5394791217077,2083.4068253703695,2061.2093537532187,402.6363123216782,512.7738292854901,467.82261595653495,557.3239632381483,555.6986593469135,598.8271870915027,774.4346324903842,311.0016077126029,1102.053537719576,1002.6609596468788,1550.154830976607,783.3039001562175,1306.00344563089,2105.7647067039106,2286.827059486508,629.3210627335975,736.033287290644,1209.8900776516477,303.58689036263064,2319.0178955754654,1395.8384577015615,1397.1034321051175,1092.0998122881197,881.9716548732381,976.3462500568157,789.7575577353853,1049.7718799815677,605.9249128399072,889.2536196159328,992.8005842062045,706.3851640570184,403.88736053501606
RE33,1070.4284189051148,1161.786985638851,1542.2934221475632,2053.44442340141,1960.474432375945,1949.5499480649373,1812.1942500736504,1006.5768723753081,1510.6227192784272,1461.3955658889922,1224.2360883419701,1568.829181268983,1991.608646295786,1429.5051591371669,1021.7675860975173,1238.8660137398706,1060.6959979182557,1446.80924796602,1135.2145171727525,1100.213161164212,2079.6627130377838,2082.367162630004,1999.510440082992,1543.80568725462,1331.8652334226613,1012.4687649502131,1308.9098517468474,1027.0233687700497,777.3300457339179,1012.3265283493456,992.3960902783949,2365.1321316151075,1771.5964551781508,1086.7865475794906,1365.0531125202822,1235.7107266670525,985.1055780979899,338.85099970340946,0.0,726.3311916750591,570.2674810998245,662.1819991512418,732.9406524402347,1813.2512236310888,1690.1103514267936,1434.0076708301362,1467.4126890548996,2179.5561474757665,1351.4499620774463,1029.43285356538,949.6278218329124,2299.9847825585557,1522.093952421651,1814.6608498559845,1706.014361018124,1575.4472380883028,1512.001322750744,1619.2779254963068,1455.0828155124586,1375.379583969344,500.6006392324547,479.1763767127412,596.08808074023,436.5879063831246,458.41575016551093,581.4000343993872,736.9192628774446,1890.115604929951,2004.3602470613237,1776.577608774758,1789.5306647274185,537.4309257941899,721.8400099745784,758.4418237417586,896.0323654864017,886.9751969474407,907.8601213843,1085.5325881800259,201.06217943743906,984.7121406788013,1057.7338984829785,1868.0321196382324,1114.461753493558,1549.7951477533252,1811.536640534715,2027.6474052457204,741.6259164835996,1006.429828651688,1540.2941277560935,579.255556727811,2103.912545710788,1734.5815057236007,1727.641745270093,1151.8446075750585,1137.1552224739737,1314.001522069134,666.7300803174811,712.2338099248233,296.4270567948269,1220.0590149660927,1216.9408366885284,623.1596906089603,710.5385281601107
ROBH,1158.6414458320314,1332.066064427737,2122.5479971015966,2776.9596684140356,2673.0321733941028,2666.2351734234435,2532.171597660857,834.1810355075229,836.6337310914496,1017.4723583468988,862.2557625202452,1385.447942003097,1365.1036590676915,1526.4972977375362,1687.2231624772292,1721.0613004771212,995.6831825434186,1597.6463939183657,1485.1346740279146,844.9153803781159,2805.9515320119126,2803.6640312277077,2721.413052074554,1766.080688983377,1246.503108700595,1297.0427903504187,1008.2063280896426,1713.5250217023386,620.2491434901056,1188.4485685127481,1163.1306891317072,2519.5604775434877,2489.220159005627,1619.2455033131944,804.4880359587277,802.9570349651343,1621.6263441372676,544.3096545167256,726.3311916750591,0.0,743.0773849337631,758.9953886552935,1133.5312082162422,2061.772295865865,1816.8219505500253,1905.0871371147305,1930.48206414863,2903.4451949364557,1823.851419386962,1631.540682912933,711.962077641617,2440.800893149795,1130.7099539665749,1292.4182759462974,1136.2895757684305,1029.4877366923804,2065.0387405568117,2175.633241150723,2053.257168500819,1999.9304987923956,606.077552793254,496.5410355651005,445.7016939612665,836.9002330028269,955.4611452067492,1011.6328385339385,1225.8666322239137,2616.407460622294,2727.800029327663,2477.5885453400047,2513.489407178793,191.97135202947334,63.245553203367585,282.2002834870252,627.9211733965299,757.099729229908,887.6761796961773,1017.4330444802833,540.578393944471,834.0053956659992,1529.0421838524765,1264.114314451031,923.943721229816,1650.5150711217393,2524.4920281117943,2753.5753122077485,158.61904047118682,1090.5576555139119,1292.3873258431468,280.0071427660373,2823.9484768670113,1343.7417906721887,1461.424305258401,1614.5850860205542,1243.9569928257167,904.0757711608027,622.4403585886763,1296.0007716047085,829.1200154380547,747.3131873585531,493.1287864239929,1246.2973160526344,760.0026315743913
