GCODE,1500,1800,ARFT,ARSW,BIAN,BINO,BKOK,BLMP,BUCK,CABI,CAVI,CECN,CHIM,DIPS,FNCH,GATE,GATR,H-B,HORS,KNOL,KOUT,LA2,LAMB,LHAY,LODO,LOLF,MACR,MCFL,MISH,MLF1,MLF2,MPHF,PHOB,PIPE,PLAN,PLQE,R1,RE03,RE33,ROBH,SHAN,SHIL,SHW,SOHA,SOSP,STR2,STRO,UA2,WGAT,WOLF,Y,Y2K,RE30,RE29,RE28,RE27,RE21,RE22,RE23,RE24,RE01,RE02,RE04,RE05,RE06,RE07,RE08,RE09,RE10,RE11,R12A,RE13,RE14,RE15,RE17,RE18,RE19,RE20,RE31,RE32,RE34,CHGO,DICK,MIKE,BINE,A1,R16,LANE,SECA,WNCH,BRAD,AMAD,MOST,DUMP,1600,JAIM,AVEQ,MONA,BISO,UPBA,AARD,WMRD,SHAA
RE29,1252.3837271378961,1413.6169919748418,2581.0898860752604,3621.556019171458,3704.1676527932696,3679.3185510363564,3531.231230038649,927.1013968273539,634.4170552562407,376.49037172283704,630.3078612872777,816.267725687787,397.57389250301634,1365.4892895954915,2416.1293425642034,2099.660210605516,1029.0821152851986,1486.911228016081,1749.025442925288,801.8559721051336,3703.9553183050143,3785.816292426245,3552.635641323623,1695.0427723216899,981.8884865401873,1569.9888534636161,639.2002816019404,2490.1238925001303,1072.8243099403728,1384.4800468045757,1371.830893368421,2096.199417994467,3502.5773367621737,2115.200463313111,487.98770476269027,583.8878316937253,2302.9904472229146,1482.0964880870777,1814.6608498559845,1292.4182759462974,1374.7367020633442,1290.6746297963712,1665.2903650719134,1927.0812126114456,1559.9567301692475,2208.0806144704047,2212.043851283157,3859.993911912253,2153.2015697563193,2244.925388515173,912.3842392330505,2010.8525555096433,403.05334634545136,0.0,197.56770991232347,263.7953752437673,2480.292321481562,2574.6574529439836,2562.8109567426154,2576.624342041346,1356.1419542215806,1340.998135718777,1219.3855009794229,1590.9472021409504,1712.1965424564612,1659.350475337084,1816.9083631267704,3536.825836820354,3694.523785280046,3550.111265861959,3482.576345178954,1433.5138645998356,1246.3262012811895,1091.9963369897287,938.6160024210367,1022.7731908883807,1115.8351132671887,1020.6571412571636,1706.0422034634464,2083.5748126717217,1959.11229897632,275.04545078950133,859.6912236378827,1426.9817798416348,3557.6308127741418,3683.435353036619,1425.2455928716286,1240.5986458158013,676.4732071560558,1261.057096249016,3633.600143108702,357.61012289932825,662.9509785798646,1998.3643311468506,1294.0680043954414,524.6961025203065,1913.659583102491,2506.7423082558767,2035.0,594.859647311868,1020.371010956309,2012.7419109264854,1237.6594846725816
RE28,1265.0075098590419,1440.2451180267892,2588.6923339786827,3578.661900766422,3626.899640188573,3605.531860904894,3459.3682949348286,896.8054415531574,437.00114416326187,367.3472471654034,594.8285467262134,913.529419339958,333.7573969217761,1429.6181308307473,2378.6088371146056,2108.829533177113,1028.1619522233957,1549.1791374790469,1763.8619560498491,772.9243171233169,3652.0659906414617,3718.639805090028,3511.5895261267065,1759.9275553272073,1034.0696301508008,1574.9368241297807,652.3817900585515,2446.313553083496,1000.546350750009,1390.280547227789,1374.6304958060548,2223.3481508752106,3427.759764044149,2106.8806325940727,343.4020966733917,514.8611463297653,2270.665541201522,1382.1682242043055,1706.014361018124,1136.2895757684305,1310.838662841465,1234.3937783381768,1635.030580754141,2009.0637122799267,1648.8213972411822,2231.5682826209913,2238.8704741452975,3798.1179549876574,2171.305598021826,2221.8571061164125,855.4624480366065,2137.410816852901,457.68657397846334,197.56770991232347,0.0,138.42326394071193,2492.6574172959326,2591.2194040644263,2562.26013511509,2565.9212770465115,1273.2273952440285,1243.4005790577355,1118.4310439177405,1523.5130455628373,1650.2424064360443,1611.244550029971,1784.285010865697,3479.777291724285,3629.813356083202,3463.570556521117,3416.1418296083666,1289.6840698403582,1094.9566201452915,961.4182232509991,864.5305084268134,975.996926224668,1090.2407990898157,1024.454977048464,1582.010429800807,1907.633350515764,1956.1768836177152,187.49133313302778,850.0176468756399,1504.7265532315166,3479.201345136553,3625.5792640625027,1260.7370859937453,1242.4532184352054,766.4156835556016,1137.0426553124557,3596.8793418739456,498.9308569330521,795.0402505533918,2003.7607142570691,1317.601229507623,488.9836398081228,1752.541582958875,2383.094626740617,1908.6691698667948,500.15697535873676,830.451684326066,1959.963520068677,1184.372407648878
RE27,1136.0743813676067,1314.6577501387956,2456.223320465792,3440.261617958328,3490.478763722822,3468.673665826794,3322.275425066424,760.5767548377122,423.5197752171674,248.64633518312712,459.6737973827824,825.4919745216962,468.6800614491724,1318.2537691962045,2240.444821904729,1977.1497161317855,896.9202863130259,1436.3624194472325,1634.065482164041,637.480195771158,3513.7070168128703,3581.1206346617255,3373.222791338081,1647.3718463055025,920.6177273984016,1443.173239774075,529.6461082647545,2307.9378241191853,862.5659395079728,1259.181083085352,1242.8821343956956,2145.031468300665,3290.999240352389,1971.85116071168,225.2287725842177,376.5116200066075,2132.8162133667306,1248.8979141627499,1575.4472380883028,1029.4877366923804,1172.6009551420295,1095.9712587472357,1497.6154379549885,1903.6937778960144,1548.4912011375295,2103.273638878213,2111.4928368336,3660.202316812507,2041.677006776739,2084.814140397172,717.0976223643862,2058.9405042399594,363.5931792540004,263.7953752437673,138.42326394071193,0.0,2361.3034536036266,2460.7610611353552,2428.22486602868,2430.24299196603,1136.6375851606833,1109.396232191637,984.9898476629363,1385.5544016747,1512.029430930444,1472.8611611422075,1646.5867726907077,3341.580015501649,3492.0839050629925,3328.560349460409,3278.528023366584,1174.258063629956,984.4211497118497,838.085914449837,726.5177217388525,837.9480890842822,954.0838537571003,894.4076251908189,1456.7827566245578,1820.9667761933495,1822.214312313538,323.81785003300854,717.8641932844959,1399.380219954534,3342.9156435662567,3487.4271318552305,1161.4615792181849,1110.9135879986345,677.4215821775979,1011.1562688328644,3458.6347017283515,461.0910972897199,734.5883200813909,1871.3887891082388,1191.5703923814153,355.37304343464206,1650.2124105702271,2258.281869032296,1784.7052978012925,363.1886562105155,771.0726295233154,1821.5515364655485,1045.9698848437272
RE21,1229.6930511312194,1069.7518403817587,115.95257651296045,1395.0175626129953,1822.7649327327254,1761.9719066999905,1623.8337353312993,1611.1005555213526,2554.22649739613,2128.4935987689414,1903.5424870486077,1752.6828007377185,2826.1261472199867,1198.701380661643,624.1546282775219,384.37611788464324,1464.5955072990319,1090.879003372968,731.3138860982457,1728.260686354723,1548.7339991102501,1773.956312878106,1319.0458672848458,945.0439143235943,1516.1744622569001,918.1639287187021,1846.304687748018,706.912300076985,1610.6203773704865,1102.3815129074826,1118.4247851331784,1486.507988541795,1637.6477032622558,445.8217132443196,2251.9134086375666,2003.652914054819,575.8654356706321,1526.3498943558125,1512.001322750744,2065.0387405568117,1348.3564068896217,1373.4500354946617,944.6957182076496,956.4705954706569,1192.3426520929293,298.10400869499296,313.3560275469987,1780.7080052608596,331.4709640373245,492.86915099254605,1689.089991681651,1471.6881463140487,2077.4181090957386,2480.292321481562,2492.6574172959326,2361.3034536036266,0.0,110.60289327126613,181.79658962702132,307.18886698582963,1470.9564915389735,1574.2814233801723,1659.1301938067659,1228.9283949848339,1118.5745393135462,1053.7219747162715,839.1722111701438,1461.6583048031664,1671.9066959612555,1820.1648277011038,1523.041693454289,1927.054747535731,2025.0375305165214,1905.0758515085636,1721.21178243687,1563.427324822073,1421.9796060423187,1468.3640556759688,1690.0207099324218,2491.9394053629353,556.2670222114556,2679.5559333591937,1643.4393812977366,1210.743986150707,1723.3284654992945,1590.457166980631,2154.8190179225007,1250.4211290602132,1851.4259369470487,1796.0058463157625,1353.698637068071,2193.6136852232444,1970.6572507669225,492.2296212136084,1186.8184359876554,2006.003988032016,2177.485935660781,1780.9112835850026,1714.2301479090827,2050.0975586543154,2459.2659473917265,890.727792313795,1402.8845283915168
RE22,1326.7139857558707,1161.6970345145933,117.41379816699569,1371.7452387374,1833.9719190870944,1770.7721479625357,1637.0109956869098,1713.5652890978329,2659.7954808593836,2226.0929899714433,2004.0222054655067,1836.0223310193267,2924.3707015356313,1275.618281461974,706.9893917168423,487.03182647543684,1563.8468595103163,1164.1864111901791,827.5898742734834,1829.5600564067197,1533.0492490458355,1772.0180585987266,1296.3815024911464,1006.1098349583906,1605.2270867387451,1018.6206359582551,1942.9513632615717,781.9181542847052,1718.138818605978,1201.6297266629183,1218.469942181587,1491.484160156799,1654.945618441887,556.4242985348501,2355.080678023848,2105.6001519756783,670.8710755428349,1636.9022573139878,1619.2779254963068,2175.633241150723,1458.0919038249956,1482.0398105314175,1054.3818094028547,987.0081053365266,1248.4942931387031,373.08578102093355,379.0949749074005,1770.5417250096311,421.4569966198074,595.4536086043984,1793.8166015506556,1483.0080916843885,2171.6088505986886,2574.6574529439836,2591.2194040644263,2460.7610611353552,110.60289327126613,0.0,223.9575852700685,355.8791929854849,1581.2178850494793,1684.7305422528334,1769.0816826819976,1339.5260355811295,1228.906017562076,1164.2804644928547,949.766813486342,1459.0873860053757,1670.8551702646164,1845.8854243966498,1533.10567150474,2037.5036196285728,2135.570181473791,2014.7975084361938,1827.4028017925164,1668.4615668333508,1525.5598972180674,1566.7960939448867,1798.6319801449433,2597.6652979165733,664.1159537308688,2777.797868816232,1743.1110119553487,1279.226328684647,1741.551032843999,1582.3997598584247,2265.2937999297133,1350.0637022007518,1938.8978828189997,1906.4626930522402,1322.018532396578,2282.520098487276,2052.8002825409003,596.4704519085585,1280.5940027971394,2105.7010709025153,2284.070927094866,1869.5630505548615,1817.0404508430736,2153.287022205818,2568.7701337410476,997.0320957722474,1510.7322727737037
RE23,1311.2989742999832,1167.2707483698887,108.55873986004075,1227.4673111732377,1641.2221056273888,1580.7166096425674,1442.1685061045707,1670.0362271522947,2594.314745746938,2202.467933932297,1968.5873107380078,1863.6965954794607,2895.9449235094235,1324.7614879667963,494.4340198652497,472.72507866623704,1536.7660849980514,1223.4872291936313,823.7293244749758,1791.1418145972775,1376.0599550891668,1595.0840103267287,1151.3626709256605,1094.510849649285,1616.3987750551532,992.8469166996491,1924.5074694580949,562.1930273491481,1642.8877015794103,1178.3314474289482,1191.382390334858,1666.9505091629146,1455.8516407931131,461.06940909151626,2304.6709092626215,2062.553029621299,478.30220572353625,1509.4111434594847,1455.0828155124586,2053.257168500819,1362.1501385676984,1399.2401509390731,964.6429391228168,1129.1740344163072,1344.973233934397,449.6087187766714,473.0856159301423,1604.9227395734783,458.26302490994897,427.9369112380936,1737.2060902491253,1650.6701669326624,2161.7594685807267,2562.8109567426154,2562.26013511509,2428.22486602868,181.79658962702132,223.9575852700685,0.0,132.24598292575845,1474.9159298076306,1572.6169272901125,1667.3682856528903,1218.4617351397367,1097.940344463323,1052.7544822984921,839.1829359561597,1283.3086144805543,1492.8476144603642,1639.0759591916417,1341.701158976916,1903.697980247806,2017.7693128799438,1915.254552272576,1761.2382008118627,1610.8336351094733,1477.522250255474,1543.268285166609,1642.3458831805958,2422.4755932723037,606.0833276043006,2749.7290775638244,1712.8633921010746,1349.0400290577,1541.5475990056227,1414.0155586131293,2131.4513834474387,1323.2191806348637,1953.3642773430663,1792.7523532267362,1192.7489258012188,2290.9589695143454,2083.0631291441937,566.1271941887264,1278.1940384777265,2073.4111989665726,2113.582030582206,1657.9930639179406,1633.066134606924,2103.5479552413344,2470.0876502666865,833.6773956393445,1434.4033602860807
RE24,1331.6050465510284,1201.742900956773,239.2655428598109,1144.5440140068638,1525.1232737060961,1466.4092198291426,1325.2490332008965,1669.736506159327,2575.590417748909,2210.7989506058666,1971.0963954100814,1903.5062384982605,2898.8759890688666,1380.8113556891108,381.5599559703403,522.7332015474051,1547.6010467818303,1286.055986339604,860.7305037002,1793.0142219175905,1283.6549380577321,1488.9036234760126,1068.7211984427863,1173.269363786509,1648.7437642034683,1012.6253008887345,1937.4359344246716,438.5544435985115,1623.0086259786062,1195.9665547163097,1206.5558420562224,1781.721919941048,1336.2728014892768,461.50406282068633,2296.354719985892,2059.9111631330125,390.2742625385384,1455.8423678405884,1375.379583969344,1999.9304987923956,1331.5141756661849,1376.8369547626182,944.6719007144336,1232.0523527837606,1424.8943820508146,543.0,571.5076552417999,1505.8193782788217,534.6325841168949,370.1580743412198,1728.317100534097,1762.0774670829853,2178.424430637506,2576.624342041346,2565.9212770465115,2430.24299196603,307.18886698582963,355.8791929854849,132.24598292575845,0.0,1436.1685137894806,1529.0954842649,1630.079752650502,1172.3907198539914,1046.4893692724347,1015.9552155481463,808.0006188116442,1179.2243213231316,1386.359621454693,1514.6171133326072,1227.2477337522364,1843.2810420550627,1967.6773109430317,1877.789391811795,1746.1995876757392,1602.343908154551,1476.2577688195242,1556.1555192207402,1567.3764704117314,2331.207626960756,620.5320297937279,2753.3021991782884,1720.2540510052577,1415.5769141943506,1421.2452286639348,1314.0292995211332,2070.028502219233,1336.6173723246304,1985.191426538005,1746.6110042021378,1120.0736582921406,2317.637590305729,2123.088552086323,599.9408304158003,1306.4826826253764,2077.217610169912,2026.4377611957393,1539.6168354496517,1537.3542207311887,2096.598435561755,2430.7550267355205,761.9770337746407,1415.8001271365956
RE01,635.2322409953701,776.0734501322431,1536.0325517385136,2334.3275262907237,2353.842178226949,2332.3430279443032,2186.4640404087127,506.09880458314234,1169.410962835487,988.706225326797,741.2185912396535,1072.8224457014844,1583.6521082611034,1013.5738749593905,1165.8061588445996,1117.7343154794228,571.6091321873715,1059.5470730460418,882.9524336000243,603.754917163786,2393.7940596467975,2447.091743274093,2271.0713330941417,1202.1301926165327,847.6697470124873,702.1524051088634,812.2868951300501,1214.918104235915,287.0905780416009,623.2206671798783,598.7729118790586,1995.7767911265828,2154.5359129056496,1027.1212197205464,947.652362420254,772.4778313970933,1078.6927273325784,177.78920102175337,500.6006392324547,606.077552793254,140.57738082647708,192.8004149374058,530.1895887324055,1493.5477896606892,1295.8580169140891,1299.7511300246285,1324.701098361438,2529.546995017092,1218.9323196962985,1066.4731595310827,458.15717826916983,1922.6681981042077,1034.3524544366057,1356.1419542215806,1273.2273952440285,1136.6375851606833,1470.9564915389735,1581.2178850494793,1474.9159298076306,1436.1685137894806,0.0,111.16204388180232,194.1648783897398,271.58792314845533,404.4749683231337,422.1717659913613,636.3466036682642,2216.13763110513,2359.617977554892,2194.486955987694,2145.239613656296,510.09900999685067,559.4729662815458,441.62087812978956,417.9246343536108,386.46345234707485,421.038003035421,596.8249324555293,488.25915249954187,1257.7221473758595,926.4987857522638,1448.7998481501381,613.8615479080239,1139.1093011648265,2206.320466296809,2360.722135279853,722.4029346561599,565.4042801395343,1039.8196959088948,328.34433145697034,2364.045896339578,1242.5811844699936,1227.1792860051373,1010.1965155355817,714.7314180866395,838.5207212704828,952.1607007222133,1212.0627046485433,779.7089200464027,773.4500630292421,995.4747611063757,722.1724170861942,226.80828909022415
RE02,730.7892993197223,879.9232921114861,1636.6004399362255,2396.9647473412087,2388.392346327953,2370.039029214121,2226.2403284457746,546.6635162519366,1104.415229884497,983.1241020343844,745.1845409024533,1127.383253380018,1543.7282791998502,1109.841880630093,1245.0369472425457,1225.142032582255,640.8385131999842,1161.0120585078855,994.1116637481142,627.943468793171,2449.389515776965,2490.1897518056603,2335.4108846196636,1308.624468669449,917.3685191899718,812.7588818340349,835.5124176221195,1287.828016467714,304.4010512474356,728.2341656364663,703.4571770905721,2096.6869103421236,2191.727172801883,1129.2975692879438,908.7133761542124,759.0184450991314,1164.0468203639314,141.42842712789832,479.1763767127412,496.5410355651005,251.45377308766942,291.7344683099918,637.3978349508257,1601.082758635681,1394.8637926338597,1408.5595479069432,1433.9658294392875,2576.758622765744,1327.3978303431472,1158.9383072448143,474.4438849853827,2022.5182323039255,1043.3867930925712,1340.998135718777,1243.4005790577355,1109.396232191637,1574.2814233801723,1684.7305422528334,1572.6169272901125,1529.0954842649,111.16204388180232,0.0,125.92458060373866,356.89354154972034,486.29723420933436,521.5361924162119,736.6573151742673,2268.4534379171673,2405.0467770914624,2220.5949653185367,2189.9429216301965,400.43226643194095,451.8948992853271,355.6008998869935,417.08032799450035,430.23830605881284,496.4070910052854,665.955704233368,423.9622624707206,1158.664748751527,1033.4006967290259,1413.2183129301854,655.6256553861813,1235.694541543581,2240.08057890739,2411.7653285504557,611.2454498807854,660.4945117109779,1081.1345892167806,221.74083972074368,2430.9179336205334,1256.8631588204023,1267.7933585569474,1118.2593616866452,812.4284583890291,835.1347196714897,858.7275470133173,1188.1586594385874,736.6688536916297,748.7977029883857,902.3774154977751,798.8554312261502,314.5298078086795
RE04,722.7309319516858,889.4099167425517,1726.7240659703066,2518.480692798807,2514.313624033881,2495.933492704202,2352.0512324357323,469.4209198577145,982.5080152340439,866.0023094652773,634.5589019144334,1053.9677414418336,1417.8131047492307,1097.812370125149,1358.000000000312,1299.8499913453936,592.9392886288166,1160.9048195266232,1044.2820500230323,533.3854141229693,2572.9768751394417,2615.79395213049,2456.3031164748227,1323.0710487347267,864.1782223590965,853.0052754820429,736.8106948188274,1404.544766107926,221.81298429089185,743.6827280500992,718.3794262087658,2090.9100889322985,2317.629176551372,1216.9543952016895,782.9335859445154,639.6577209722385,1272.4378177345102,263.9109698369268,596.08808074023,445.7016939612665,311.96474159775255,314.0573196091241,715.0671297162223,1618.321661475256,1386.9635900051835,1477.624106463018,1500.8774100506253,2701.923018888991,1398.06151509889,1260.5098174948419,378.1639855927858,2014.2077847134901,933.5228974151142,1219.3855009794229,1118.4310439177405,984.9898476629363,1659.1301938067659,1769.0816826819976,1667.3682856528903,1630.079752650502,194.1648783897398,125.92458060373866,0.0,464.2628565806695,596.6070733744002,615.1170620302154,828.2493585874488,2392.7360907551392,2530.4143929408788,2346.0973978081656,2315.3688691010248,400.15122141515224,391.2160528402702,247.96975622028884,310.2273359964586,362.3727362810403,462.87471307025487,617.1709649684676,515.1087263869324,1183.6405704437684,1110.1801655590866,1287.5173785230122,576.1475505455358,1223.294731452631,2365.9945054886007,2536.310115108625,582.0189000367718,653.2090017750269,995.050249987042,170.79227148793808,2550.825944670042,1149.1857987279245,1179.7919308077671,1190.9815279846086,807.3543212245224,719.803445392795,899.4943023724232,1299.121241455618,838.7049540814297,625.7036039527031,802.7515182168744,913.0460010321182,314.9634899476686
RE05,646.4920726504331,725.5797681853336,1285.7946958981113,2067.331855314513,2113.7315345142247,2088.371614440304,1940.3981550187066,687.4009019492593,1440.134021541129,1216.6396344029247,963.1723625598895,1193.5644096574679,1840.978544144447,995.3592316344142,894.2303953678248,896.6883516583628,684.3456728875791,1010.2276971059545,723.2129700163295,804.1144197185492,2131.59330079632,2196.6233177310596,2003.1687397723717,1111.656871520967,937.9211054241183,581.0421671444202,1004.5586095395473,944.2086633789461,522.9885275993087,577.4738089298188,558.4773943499582,1930.90988914516,1911.707352080821,783.164095193225,1207.1805995794946,1013.0123395102794,808.6000247340148,298.82603634890984,436.5879063831246,836.9002330028269,216.63333076886684,306.8876015742731,324.9692293123581,1387.4195472169604,1253.53260827152,1087.1839770709219,1116.0112006604056,2274.64986316566,1004.3365969631678,802.2449750542759,678.6604452886571,1864.7136509396623,1242.1807436918807,1590.9472021409504,1523.5130455628373,1385.5544016747,1228.9283949848339,1339.5260355811295,1218.4617351397367,1172.3907198539914,271.58792314845533,356.89354154972034,464.2628565806695,0.0,132.9661611085962,181.01104938638338,390.4676683157145,1956.9287161263153,2106.830083324188,1966.4600173916353,1893.6940090732269,701.4164241019738,799.5211066633412,709.2622928088894,659.0394525364226,575.8003126084823,537.5658099246923,707.2481884039178,533.1313159062511,1363.3081089762145,704.7268974574476,1703.1420962445213,784.2920374452431,1114.4227205148977,1967.6935737049798,2102.435016831621,928.0829704289447,587.2529267700082,1191.3290897145,574.7782180981816,2094.8663441850886,1438.7021929498492,1375.2472504971486,795.0402505532754,707.2884842833984,1066.7581731583193,1043.671404226555,1093.1239636930954,731.2851700944838,1024.121574814293,1259.2100698454765,451.03104106029076,362.06353033688845
RE06,696.9763267141861,742.467507706631,1169.500748182857,1936.0405470957385,1996.3058382923493,1968.9184848541258,1820.0068681189803,798.1027502776087,1573.046089598062,1336.6061499184777,1082.558543451099,1274.1632548465598,1969.8065894903923,1018.6834640849567,761.482764085964,804.0460185836299,773.0413960455157,1017.6836443612032,677.0974819035574,918.4552248199792,2002.6107959362018,2073.631114735736,1871.471346294586,1095.111409857552,1010.7423014795017,567.1278515468044,1113.9452410239696,811.4296026151145,650.2837842053714,605.6566684187219,590.824000866637,1918.0377994187675,1793.1048491374158,674.8940657615503,1337.2079120319645,1137.812814130641,677.7506916264484,411.47660929853515,458.41575016551093,955.4611452067492,339.44955442593425,421.84831397075516,276.5736791524199,1357.9061086836095,1259.4983128215702,997.8982914106185,1028.9689013765187,2149.306865014859,914.6824585614041,676.9202316374825,800.352422373525,1855.8569449182978,1355.119551921047,1712.1965424564612,1650.2424064360443,1512.029430930444,1118.5745393135462,1228.906017562076,1097.940344463323,1046.4893692724347,404.4749683231337,486.29723420933436,596.6070733744002,132.9661611085962,0.0,129.4488315896794,291.68647551792276,1829.551311114337,1982.6963963250082,1855.7987498648843,1770.4137934393043,808.970333201183,921.4564558348944,840.488548405226,786.0006361315923,691.4694497951104,634.0544140686887,794.3047274193605,595.7961060629452,1426.287839112315,615.33730587401,1831.0535218829068,889.6122750951496,1131.7923837878361,1851.279017328318,1975.4495690855288,1036.9194761406332,645.9055658531191,1284.003504668114,700.692514588145,1962.602608782532,1546.3427821794626,1464.819784137288,708.4864148310563,746.0891367658904,1187.5036842047707,1105.4094264116573,1050.2609199622134,737.9444423531222,1151.8788998848236,1388.2542994710043,318.1524791669065,475.75834201826416
RE07,581.8771347977988,615.227600161507,1115.1094116720647,1967.455209146284,2067.1608548920703,2036.117138083728,1885.7407032777353,734.2649385618749,1568.552517450722,1282.8799632082053,1029.6115772464877,1173.2898192698044,1936.7377210147745,891.966927638415,770.6756775708717,715.9643845890315,683.8143022785142,888.628718870134,555.325129991625,858.3851117068608,2044.842536724597,2133.167832121539,1900.3831192683226,966.6033312587791,905.8106866232366,437.7956144141718,1044.2303385752257,835.0838281270557,623.0409296353544,482.2996993575796,469.11405862583985,1789.4446065749005,1862.3479803727087,608.1850047475929,1311.3779012938755,1096.3927216106802,671.151994707272,478.9342334808914,581.4000343993872,1011.6328385339385,318.0644588761789,378.6357088287963,152.11837495845134,1232.056005220791,1130.2234292390922,906.1787903057449,935.0262028412834,2202.8320408051763,823.3498648811502,647.5075289134845,755.7942841804967,1726.8479956273331,1288.9499602389535,1659.350475337084,1611.244550029971,1472.8611611422075,1053.7219747162715,1164.2804644928547,1052.7544822984921,1015.9552155481463,422.1717659913613,521.5361924162119,615.1170620302154,181.01104938638338,129.4488315896794,0.0,215.12786895223752,1877.8564907890027,2039.708312479557,1937.454515594677,1830.0366116551802,881.5043959050225,971.36656314713,863.0851638168637,754.8271325277067,637.7719027995261,555.9172600311139,703.1991183166429,703.8408911107928,1535.9713538994179,523.8597140457489,1795.1584888252655,816.884936818357,1003.791312973355,1924.2185426812202,2024.6174947377735,1107.53284375685,536.1315137170119,1193.5510043567926,742.9676978174972,1986.688198988006,1471.579083841572,1370.583817211219,614.029315261083,625.2359554604532,1136.3846179885352,1215.4032252712186,1176.9218325781337,865.4299509489553,1118.8252767974336,1417.5461191794134,354.30213095561516,426.97189603103413
RE08,643.497474742532,609.3381655534142,900.0672197119502,1805.8593522194615,1961.7160854721053,1924.6238593553976,1772.9168057187742,891.3613184341723,1768.6517463876262,1442.4870883304293,1193.2761625034948,1254.6413830259205,2114.011589372206,877.8524933039719,599.7140985502487,512.4304830901456,804.4240175430281,845.2413856408607,429.9232489642773,1016.8800322551297,1896.2154413462622,2008.6853909958124,1736.2511339093305,876.6036732754433,983.2278474493958,393.8591118661596,1186.3241546896024,679.3121521068205,816.8941179862371,516.0784824035973,513.1276644267,1691.6855499763735,1755.6594202749006,393.4018301940142,1498.044058097436,1271.2171333017818,486.8028348315157,689.0065311735746,736.9192628774446,1225.8666322239137,524.2375415782429,570.1096385784053,152.1183749580289,1114.0960461288785,1075.1451064856888,706.223760574508,737.461863420631,2068.9303999892954,623.0096307440269,444.24542766358326,933.0407279423498,1636.1625836087128,1432.4943280860805,1816.9083631267704,1784.285010865697,1646.5867726907077,839.1722111701438,949.766813486342,839.1829359561597,808.0006188116442,636.3466036682642,736.6573151742673,828.2493585874488,390.4676683157145,291.68647551792276,215.12786895223752,0.0,1738.4835345783406,1911.9293920017026,1853.0002698326841,1707.7991685207016,1091.2424111991563,1186.2634614620818,1076.091074212801,943.3323910474887,809.2694236161403,701.0763153894161,819.4125944850499,886.4355588534828,1714.8574284761985,324.00154320631674,1970.316218275635,959.7213137156015,973.6041289969965,1823.5144638856036,1885.4951604286869,1318.3174883160732,618.3922703268533,1297.7411143983995,958.0882005327067,1816.7581016744602,1600.2240468130071,1464.1379716406511,417.5739455473725,660.1939109079998,1300.643686795119,1394.1969014454164,1239.8891079447387,997.7479641673041,1301.0495763036856,1631.0,271.37059531201976,611.657583947097
RE09,2372.310687915927,2289.9196492453616,1356.6583947331767,278.74181602342395,420.8004277564366,347.89941074963457,278.0953074036655,2611.9437206804914,3370.91678924295,3160.344601463581,2906.640156606511,2979.9895972977592,3797.6750782551157,2511.6627958386453,1150.0826057288493,1678.0584018442266,2542.1606951568165,2431.1630961331985,1974.6323708477992,2736.240121041582,195.816240388789,312.93449793846634,295.31169973418406,2342.0941484065065,2710.8511578468947,2075.307206174546,2918.548269259907,1060.4244433244644,2479.4654665879207,2237.8905245788947,2240.125219714291,2947.122155594729,335.47727195743084,1555.0588413304495,3162.8014480840525,2967.0416242445945,1275.2050815457096,2144.5514682561757,1890.115604929951,2616.407460622294,2168.9905486193343,2248.059162922542,1889.4774409868799,2410.40847160808,2593.001735440993,1722.2232724011135,1750.2836912912007,334.32020579077937,1709.6414828841712,1367.1550753297886,2628.17997861591,2933.340246204433,3164.4034192873146,3536.825836820354,3479.777291724285,3341.580015501649,1461.6583048031664,1459.0873860053757,1283.3086144805543,1179.2243213231316,2216.13763110513,2268.4534379171673,2392.7360907551392,1956.9287161263153,1829.551311114337,1877.8564907890027,1738.4835345783406,0.0,212.22865028077618,562.2677298227243,183.69812192834198,2426.6077144853116,2610.4903753892677,2612.1112150905833,2615.369381176936,2514.2004693341382,2429.358968946335,2557.691537305127,2080.250225333825,2567.1784121872015,1713.3084952803895,3660.0542345708486,2690.793934882417,2565.120659930055,404.9493795525559,147.05441169852742,2617.9480514326483,2354.646470279562,3033.91512735607,2441.2259215402414,392.10330271487237,3338.121927071726,3194.686995622576,1728.762852446801,2372.46475210908,3012.948887717812,2348.143947887352,1541.5090009467995,1859.9709675153535,2980.950351817353,3106.442981932873,1524.0908765555944,2300.0869548780106
